,URL,Goal Type,Score,Player,Elapsed Time,Added Time
210,https://www.xscores.com/soccer/match/nottingham-forest-vs-brentford/01-10-2023/2139497,Regular goal,1-1,Nicolas Dominguez,65,0
211,https://www.xscores.com/soccer/match/fulham-vs-chelsea/02-10-2023/2139477,Regular goal,0-1,Mykhaylo Mudryk,18,0
212,https://www.xscores.com/soccer/match/fulham-vs-chelsea/02-10-2023/2139477,Regular goal,0-2,Armando Broja,19,0
213,https://www.xscores.com/soccer/match/luton-vs-tottenham/07-10-2023/2139489,Regular goal,0-1,Micky van de Ven,52,0
214,https://www.xscores.com/soccer/match/burnley-vs-chelsea/07-10-2023/2139492,Regular goal,1-0,Wilson Odobert,15,0
215,https://www.xscores.com/soccer/match/burnley-vs-chelsea/07-10-2023/2139492,Own goal,1-1,Ameen Al Dakhil,42,0
216,https://www.xscores.com/soccer/match/burnley-vs-chelsea/07-10-2023/2139492,Penalty,1-2,Cole Palmer,50,0
217,https://www.xscores.com/soccer/match/burnley-vs-chelsea/07-10-2023/2139492,Regular goal,1-3,Raheem Sterling,65,0
218,https://www.xscores.com/soccer/match/burnley-vs-chelsea/07-10-2023/2139492,Regular goal,1-4,Nicolas Jackson,74,0
219,https://www.xscores.com/soccer/match/everton-vs-bournemouth/07-10-2023/2139487,Regular goal,1-0,James Garner,8,0
220,https://www.xscores.com/soccer/match/everton-vs-bournemouth/07-10-2023/2139487,Regular goal,2-0,Jack Harrison,37,0
221,https://www.xscores.com/soccer/match/everton-vs-bournemouth/07-10-2023/2139487,Regular goal,3-0,Abdoulaye Doucoure,60,0
222,https://www.xscores.com/soccer/match/fulham-vs-sheffield-united/07-10-2023/2139488,Regular goal,1-0,Bobby Reid,53,0
223,https://www.xscores.com/soccer/match/fulham-vs-sheffield-united/07-10-2023/2139488,Own goal,1-1,Antonee Robinson,68,0
224,https://www.xscores.com/soccer/match/fulham-vs-sheffield-united/07-10-2023/2139488,Own goal,2-1,Wesley Foderingham,76,0
225,https://www.xscores.com/soccer/match/fulham-vs-sheffield-united/07-10-2023/2139488,Regular goal,3-1,Willian,90,2
226,https://www.xscores.com/soccer/match/manchester-united-vs-brentford/07-10-2023/2139490,Regular goal,0-1,Mathias Jensen,26,0
227,https://www.xscores.com/soccer/match/manchester-united-vs-brentford/07-10-2023/2139490,Regular goal,1-1,Scott McTominay,90,3
228,https://www.xscores.com/soccer/match/manchester-united-vs-brentford/07-10-2023/2139490,Regular goal,2-1,Scott McTominay,90,7
229,https://www.xscores.com/soccer/match/brighton-vs-liverpool/08-10-2023/2139493,Regular goal,1-0,Simon Adingra,20,0
230,https://www.xscores.com/soccer/match/brighton-vs-liverpool/08-10-2023/2139493,Regular goal,1-1,Mohamed Salah,40,0
231,https://www.xscores.com/soccer/match/brighton-vs-liverpool/08-10-2023/2139493,Penalty,1-2,Mohamed Salah,45,1
232,https://www.xscores.com/soccer/match/brighton-vs-liverpool/08-10-2023/2139493,Regular goal,2-2,Lewis Dunk,78,0
233,https://www.xscores.com/soccer/match/west-ham-vs-newcastle/08-10-2023/2139491,Regular goal,1-0,Tomas Soucek,8,0
234,https://www.xscores.com/soccer/match/west-ham-vs-newcastle/08-10-2023/2139491,Regular goal,1-1,Alexander Isak,57,0
235,https://www.xscores.com/soccer/match/west-ham-vs-newcastle/08-10-2023/2139491,Regular goal,1-2,Alexander Isak,62,0
236,https://www.xscores.com/soccer/match/west-ham-vs-newcastle/08-10-2023/2139491,Regular goal,2-2,Mohammed Kudus,89,0
237,https://www.xscores.com/soccer/match/wolverhampton-vs-aston-villa/08-10-2023/2139501,Regular goal,1-0,Hee-Chan Hwang,53,0
238,https://www.xscores.com/soccer/match/wolverhampton-vs-aston-villa/08-10-2023/2139501,Regular goal,1-1,Pau Torres,55,0
239,https://www.xscores.com/soccer/match/arsenal-vs-manchester-city/08-10-2023/2139494,Regular goal,1-0,Gabriel Martinelli,86,0
240,https://www.xscores.com/soccer/match/liverpool-vs-everton/21-10-2023/2139510,Penalty,1-0,Mohamed Salah,75,0
241,https://www.xscores.com/soccer/match/liverpool-vs-everton/21-10-2023/2139510,Regular goal,2-0,Mohamed Salah,90,7
242,https://www.xscores.com/soccer/match/bournemouth-vs-wolverhampton/21-10-2023/2139502,Regular goal,1-0,Dominic Solanke,17,0
243,https://www.xscores.com/soccer/match/bournemouth-vs-wolverhampton/21-10-2023/2139502,Regular goal,1-1,Matheus Cunha,47,0
244,https://www.xscores.com/soccer/match/bournemouth-vs-wolverhampton/21-10-2023/2139502,Regular goal,1-2,Sasa Kalajdzic,88,0
245,https://www.xscores.com/soccer/match/brentford-vs-burnley/21-10-2023/2139512,Regular goal,1-0,Yoane Wissa,25,0
246,https://www.xscores.com/soccer/match/brentford-vs-burnley/21-10-2023/2139512,Regular goal,2-0,Bryan Mbeumo,62,0
247,https://www.xscores.com/soccer/match/brentford-vs-burnley/21-10-2023/2139512,Regular goal,3-0,Saman Ghoddos,87,0
248,https://www.xscores.com/soccer/match/manchester-city-vs-brighton/21-10-2023/2139509,Regular goal,1-0,Julian Alvarez,7,0
249,https://www.xscores.com/soccer/match/manchester-city-vs-brighton/21-10-2023/2139509,Regular goal,2-0,Erling Haaland,19,0
250,https://www.xscores.com/soccer/match/manchester-city-vs-brighton/21-10-2023/2139509,Regular goal,2-1,Ansu Fati,73,0
251,https://www.xscores.com/soccer/match/newcastle-vs-crystal-palace/21-10-2023/2139508,Regular goal,1-0,Jacob Murphy,4,0
252,https://www.xscores.com/soccer/match/newcastle-vs-crystal-palace/21-10-2023/2139508,Regular goal,2-0,Anthony Gordon,44,0
253,https://www.xscores.com/soccer/match/newcastle-vs-crystal-palace/21-10-2023/2139508,Regular goal,3-0,Sean Longstaff,45,2
254,https://www.xscores.com/soccer/match/newcastle-vs-crystal-palace/21-10-2023/2139508,Regular goal,4-0,Callum Wilson,66,0
255,https://www.xscores.com/soccer/match/nottingham-forest-vs-luton/21-10-2023/2139507,Regular goal,1-0,Chris Wood,48,0
256,https://www.xscores.com/soccer/match/nottingham-forest-vs-luton/21-10-2023/2139507,Regular goal,2-0,Chris Wood,76,0
257,https://www.xscores.com/soccer/match/nottingham-forest-vs-luton/21-10-2023/2139507,Regular goal,2-1,Chiedozie Ogbene,83,0
258,https://www.xscores.com/soccer/match/nottingham-forest-vs-luton/21-10-2023/2139507,Regular goal,2-2,Elijah Adebayo,90,2
259,https://www.xscores.com/soccer/match/chelsea-vs-arsenal/21-10-2023/2139511,Penalty,1-0,Cole Palmer,15,0
260,https://www.xscores.com/soccer/match/chelsea-vs-arsenal/21-10-2023/2139511,Regular goal,2-0,Mykhaylo Mudryk,48,0
261,https://www.xscores.com/soccer/match/chelsea-vs-arsenal/21-10-2023/2139511,Regular goal,2-1,Declan Rice,77,0
262,https://www.xscores.com/soccer/match/chelsea-vs-arsenal/21-10-2023/2139511,Regular goal,2-2,Leandro Trossard,84,0
263,https://www.xscores.com/soccer/match/sheffield-united-vs-manchester-united/21-10-2023/2139506,Regular goal,0-1,Scott McTominay,28,0
264,https://www.xscores.com/soccer/match/sheffield-united-vs-manchester-united/21-10-2023/2139506,Penalty,1-1,Oliver McBurnie,34,0
265,https://www.xscores.com/soccer/match/sheffield-united-vs-manchester-united/21-10-2023/2139506,Regular goal,1-2,Diogo Dalot,77,0
266,https://www.xscores.com/soccer/match/aston-villa-vs-west-ham/22-10-2023/2139503,Regular goal,1-0,Douglas Luiz,30,0
267,https://www.xscores.com/soccer/match/aston-villa-vs-west-ham/22-10-2023/2139503,Penalty,2-0,Douglas Luiz,51,0
268,https://www.xscores.com/soccer/match/aston-villa-vs-west-ham/22-10-2023/2139503,Regular goal,2-1,Jarrod Bowen,56,0
269,https://www.xscores.com/soccer/match/aston-villa-vs-west-ham/22-10-2023/2139503,Regular goal,3-1,Ollie Watkins,74,0
270,https://www.xscores.com/soccer/match/aston-villa-vs-west-ham/22-10-2023/2139503,Regular goal,4-1,Leon Bailey,89,0
271,https://www.xscores.com/soccer/match/tottenham-vs-fulham/23-10-2023/2139505,Regular goal,1-0,Heung-Min Son,36,0
272,https://www.xscores.com/soccer/match/tottenham-vs-fulham/23-10-2023/2139505,Regular goal,2-0,James Maddison,54,0
273,https://www.xscores.com/soccer/match/crystal-palace-vs-tottenham/27-10-2023/2139528,Own goal,0-1,Joel Ward,53,0
274,https://www.xscores.com/soccer/match/crystal-palace-vs-tottenham/27-10-2023/2139528,Regular goal,0-2,Heung-Min Son,66,0
275,https://www.xscores.com/soccer/match/crystal-palace-vs-tottenham/27-10-2023/2139528,Regular goal,1-2,Jordan Ayew,90,4
276,https://www.xscores.com/soccer/match/chelsea-vs-brentford/28-10-2023/2139527,Regular goal,0-1,Ethan Pinnock,58,0
277,https://www.xscores.com/soccer/match/chelsea-vs-brentford/28-10-2023/2139527,Regular goal,0-2,Bryan Mbeumo,90,6
278,https://www.xscores.com/soccer/match/arsenal-vs-sheffield-united/28-10-2023/2139524,Regular goal,1-0,Edward Nketiah,28,0
279,https://www.xscores.com/soccer/match/arsenal-vs-sheffield-united/28-10-2023/2139524,Regular goal,2-0,Edward Nketiah,50,0
280,https://www.xscores.com/soccer/match/arsenal-vs-sheffield-united/28-10-2023/2139524,Regular goal,3-0,Edward Nketiah,58,0
281,https://www.xscores.com/soccer/match/arsenal-vs-sheffield-united/28-10-2023/2139524,Penalty,4-0,Fabio Vieira,88,0
282,https://www.xscores.com/soccer/match/arsenal-vs-sheffield-united/28-10-2023/2139524,Regular goal,5-0,Takehiro Tomiyasu,90,6
283,https://www.xscores.com/soccer/match/bournemouth-vs-burnley/28-10-2023/2139504,Regular goal,0-1,Charlie Taylor,11,0
284,https://www.xscores.com/soccer/match/bournemouth-vs-burnley/28-10-2023/2139504,Regular goal,1-1,Antoine Semenyo,22,0
285,https://www.xscores.com/soccer/match/bournemouth-vs-burnley/28-10-2023/2139504,Regular goal,2-1,Philip Billing,76,0
286,https://www.xscores.com/soccer/match/wolverhampton-vs-newcastle/28-10-2023/2139523,Regular goal,0-1,Callum Wilson,22,0
287,https://www.xscores.com/soccer/match/wolverhampton-vs-newcastle/28-10-2023/2139523,Regular goal,1-1,Mario Lemina,36,0
288,https://www.xscores.com/soccer/match/wolverhampton-vs-newcastle/28-10-2023/2139523,Penalty,1-2,Callum Wilson,45,4
289,https://www.xscores.com/soccer/match/wolverhampton-vs-newcastle/28-10-2023/2139523,Regular goal,2-2,Hee-Chan Hwang,71,0
290,https://www.xscores.com/soccer/match/west-ham-vs-everton/29-10-2023/2139531,Regular goal,0-1,Dominic Calvert-Lewin,51,0
291,https://www.xscores.com/soccer/match/aston-villa-vs-luton/29-10-2023/2139525,Regular goal,1-0,John McGinn,17,0
292,https://www.xscores.com/soccer/match/aston-villa-vs-luton/29-10-2023/2139525,Regular goal,2-0,Moussa Diaby,49,0
293,https://www.xscores.com/soccer/match/aston-villa-vs-luton/29-10-2023/2139525,Own goal,3-0,Tom Lockyer,62,0
294,https://www.xscores.com/soccer/match/aston-villa-vs-luton/29-10-2023/2139525,Own goal,3-1,Emiliano Martinez,83,0
295,https://www.xscores.com/soccer/match/brighton-vs-fulham/29-10-2023/2139526,Regular goal,1-0,Evan Ferguson,26,0
296,https://www.xscores.com/soccer/match/brighton-vs-fulham/29-10-2023/2139526,Regular goal,1-1,Joao Palhinha,65,0
297,https://www.xscores.com/soccer/match/liverpool-vs-nottingham-forest/29-10-2023/2139529,Regular goal,1-0,Diogo Jota,31,0
298,https://www.xscores.com/soccer/match/liverpool-vs-nottingham-forest/29-10-2023/2139529,Regular goal,2-0,Darwin Nunez,35,0
299,https://www.xscores.com/soccer/match/liverpool-vs-nottingham-forest/29-10-2023/2139529,Regular goal,3-0,Mohamed Salah,77,0
300,https://www.xscores.com/soccer/match/manchester-united-vs-manchester-city/29-10-2023/2139530,Penalty,0-1,Erling Haaland,26,0
301,https://www.xscores.com/soccer/match/manchester-united-vs-manchester-city/29-10-2023/2139530,Regular goal,0-2,Erling Haaland,49,0
302,https://www.xscores.com/soccer/match/manchester-united-vs-manchester-city/29-10-2023/2139530,Regular goal,0-3,Phil Foden,80,0
303,https://www.xscores.com/soccer/match/fulham-vs-manchester-united/04-11-2023/2139514,Regular goal,0-1,Bruno Fernandes,90,1
304,https://www.xscores.com/soccer/match/brentford-vs-west-ham/04-11-2023/2139522,Regular goal,1-0,Neal Maupay,11,0
305,https://www.xscores.com/soccer/match/brentford-vs-west-ham/04-11-2023/2139522,Regular goal,1-1,Mohammed Kudus,19,0
306,https://www.xscores.com/soccer/match/brentford-vs-west-ham/04-11-2023/2139522,Regular goal,1-2,Jarrod Bowen,26,0
307,https://www.xscores.com/soccer/match/brentford-vs-west-ham/04-11-2023/2139522,Own goal,2-2,Konstantinos Mavropanos,55,0
308,https://www.xscores.com/soccer/match/brentford-vs-west-ham/04-11-2023/2139522,Regular goal,3-2,Nathan Collins,69,0
309,https://www.xscores.com/soccer/match/burnley-vs-crystal-palace/04-11-2023/2139521,Regular goal,0-1,Jeffrey Schlupp,22,0
310,https://www.xscores.com/soccer/match/burnley-vs-crystal-palace/04-11-2023/2139521,Regular goal,0-2,Tyrick Mitchell,90,4
311,https://www.xscores.com/soccer/match/everton-vs-brighton/04-11-2023/2139513,Regular goal,1-0,Vitalii Mykolenko,7,0
312,https://www.xscores.com/soccer/match/everton-vs-brighton/04-11-2023/2139513,Own goal,1-1,Ashley Young,84,0
313,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,1-0,Jeremy Doku,30,0
314,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,2-0,Bernardo Silva,33,0
315,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,3-0,Manuel Akanji,37,0
316,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,4-0,Phil Foden,64,0
317,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,4-1,Luis Sinisterra,74,0
318,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,5-1,Bernardo Silva,83,0
319,https://www.xscores.com/soccer/match/manchester-city-vs-bournemouth/04-11-2023/2139516,Regular goal,6-1,Nathan Ake,88,0
320,https://www.xscores.com/soccer/match/sheffield-united-vs-wolverhampton/04-11-2023/2139519,Regular goal,1-0,Cameron Archer,72,0
321,https://www.xscores.com/soccer/match/sheffield-united-vs-wolverhampton/04-11-2023/2139519,Regular goal,1-1,Jean-Ricner Bellegarde,89,0
322,https://www.xscores.com/soccer/match/sheffield-united-vs-wolverhampton/04-11-2023/2139519,Penalty,2-1,Oliver Norwood,90,10
323,https://www.xscores.com/soccer/match/newcastle-vs-arsenal/04-11-2023/2139517,Regular goal,1-0,Anthony Gordon,64,0
324,https://www.xscores.com/soccer/match/nottingham-forest-vs-aston-villa/05-11-2023/2139518,Regular goal,1-0,Ola Aina,5,0
325,https://www.xscores.com/soccer/match/nottingham-forest-vs-aston-villa/05-11-2023/2139518,Regular goal,2-0,Orel Mangala,47,0
326,https://www.xscores.com/soccer/match/luton-vs-liverpool/05-11-2023/2139515,Regular goal,1-0,Tahith Chong,80,0
327,https://www.xscores.com/soccer/match/luton-vs-liverpool/05-11-2023/2139515,Regular goal,1-1,Luis Diaz,90,5
328,https://www.xscores.com/soccer/match/tottenham-vs-chelsea/06-11-2023/2139520,Regular goal,1-0,Dejan Kulusevski,6,0
329,https://www.xscores.com/soccer/match/tottenham-vs-chelsea/06-11-2023/2139520,Penalty,1-1,Cole Palmer,35,0
330,https://www.xscores.com/soccer/match/tottenham-vs-chelsea/06-11-2023/2139520,Regular goal,1-2,Nicolas Jackson,75,0
331,https://www.xscores.com/soccer/match/tottenham-vs-chelsea/06-11-2023/2139520,Regular goal,1-3,Nicolas Jackson,90,4
332,https://www.xscores.com/soccer/match/tottenham-vs-chelsea/06-11-2023/2139520,Regular goal,1-4,Nicolas Jackson,90,7
333,https://www.xscores.com/soccer/match/wolverhampton-vs-tottenham/11-11-2023/2139541,Regular goal,0-1,Brennan Johnson,3,0
334,https://www.xscores.com/soccer/match/wolverhampton-vs-tottenham/11-11-2023/2139541,Regular goal,1-1,Pablo Sarabia,90,1
335,https://www.xscores.com/soccer/match/wolverhampton-vs-tottenham/11-11-2023/2139541,Regular goal,2-1,Mario Lemina,90,7
336,https://www.xscores.com/soccer/match/arsenal-vs-burnley/11-11-2023/2139539,Regular goal,1-0,Leandro Trossard,45,1
337,https://www.xscores.com/soccer/match/arsenal-vs-burnley/11-11-2023/2139539,Regular goal,1-1,Josh Brownhill,54,0
338,https://www.xscores.com/soccer/match/arsenal-vs-burnley/11-11-2023/2139539,Regular goal,2-1,William Saliba,57,0
339,https://www.xscores.com/soccer/match/arsenal-vs-burnley/11-11-2023/2139539,Regular goal,3-1,Oleksandr Zinchenko,74,0
340,https://www.xscores.com/soccer/match/crystal-palace-vs-everton/11-11-2023/2139535,Regular goal,0-1,Vitalii Mykolenko,1,0
341,https://www.xscores.com/soccer/match/crystal-palace-vs-everton/11-11-2023/2139535,Penalty,1-1,Eberechi Eze,5,0
342,https://www.xscores.com/soccer/match/crystal-palace-vs-everton/11-11-2023/2139535,Regular goal,1-2,Abdoulaye Doucoure,49,0
343,https://www.xscores.com/soccer/match/crystal-palace-vs-everton/11-11-2023/2139535,Regular goal,2-2,Odsonne Edouard,73,0
344,https://www.xscores.com/soccer/match/crystal-palace-vs-everton/11-11-2023/2139535,Regular goal,2-3,Idrissa Gana Gueye,86,0
345,https://www.xscores.com/soccer/match/manchester-united-vs-luton/11-11-2023/2139533,Regular goal,1-0,Victor Lindelof,59,0
346,https://www.xscores.com/soccer/match/bournemouth-vs-newcastle/11-11-2023/2139532,Regular goal,1-0,Dominic Solanke,60,0
347,https://www.xscores.com/soccer/match/bournemouth-vs-newcastle/11-11-2023/2139532,Regular goal,2-0,Dominic Solanke,73,0
348,https://www.xscores.com/soccer/match/aston-villa-vs-fulham/12-11-2023/2139538,Own goal,1-0,Antonee Robinson,27,0
349,https://www.xscores.com/soccer/match/aston-villa-vs-fulham/12-11-2023/2139538,Regular goal,2-0,John McGinn,42,0
350,https://www.xscores.com/soccer/match/aston-villa-vs-fulham/12-11-2023/2139538,Regular goal,3-0,Ollie Watkins,64,0
351,https://www.xscores.com/soccer/match/aston-villa-vs-fulham/12-11-2023/2139538,Regular goal,3-1,Raul Jimenez,70,0
352,https://www.xscores.com/soccer/match/brighton-vs-sheffield-united/12-11-2023/2139537,Regular goal,1-0,Simon Adingra,6,0
353,https://www.xscores.com/soccer/match/brighton-vs-sheffield-united/12-11-2023/2139537,Own goal,1-1,Adam Webster,74,0
354,https://www.xscores.com/soccer/match/liverpool-vs-brentford/12-11-2023/2139534,Regular goal,1-0,Mohamed Salah,39,0
355,https://www.xscores.com/soccer/match/liverpool-vs-brentford/12-11-2023/2139534,Regular goal,2-0,Mohamed Salah,62,0
356,https://www.xscores.com/soccer/match/liverpool-vs-brentford/12-11-2023/2139534,Regular goal,3-0,Diogo Jota,74,0
357,https://www.xscores.com/soccer/match/west-ham-vs-nottingham-forest/12-11-2023/2139540,Regular goal,1-0,Lucas Paqueta,3,0
358,https://www.xscores.com/soccer/match/west-ham-vs-nottingham-forest/12-11-2023/2139540,Regular goal,1-1,Taiwo Awoniyi,44,0
359,https://www.xscores.com/soccer/match/west-ham-vs-nottingham-forest/12-11-2023/2139540,Regular goal,1-2,Anthony Elanga,63,0
360,https://www.xscores.com/soccer/match/west-ham-vs-nottingham-forest/12-11-2023/2139540,Regular goal,2-2,Jarrod Bowen,65,0
361,https://www.xscores.com/soccer/match/west-ham-vs-nottingham-forest/12-11-2023/2139540,Regular goal,3-2,Tomas Soucek,88,0
362,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Penalty,0-1,Erling Haaland,25,0
363,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Regular goal,1-1,Thiago Silva,29,0
364,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Regular goal,2-1,Raheem Sterling,37,0
365,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Regular goal,2-2,Manuel Akanji,45,1
366,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Regular goal,2-3,Erling Haaland,47,0
367,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Regular goal,3-3,Nicolas Jackson,67,0
368,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Regular goal,3-4,Rodri,86,0
369,https://www.xscores.com/soccer/match/chelsea-vs-manchester-city/12-11-2023/2139536,Penalty,4-4,Cole Palmer,90,5
370,https://www.xscores.com/soccer/match/manchester-city-vs-liverpool/25-11-2023/2139543,Regular goal,1-0,Erling Haaland,27,0
371,https://www.xscores.com/soccer/match/manchester-city-vs-liverpool/25-11-2023/2139543,Regular goal,1-1,Trent Alexander-Arnold,80,0
372,https://www.xscores.com/soccer/match/burnley-vs-west-ham/25-11-2023/2139547,Penalty,1-0,Jay Rodriguez,49,0
373,https://www.xscores.com/soccer/match/burnley-vs-west-ham/25-11-2023/2139547,Own goal,1-1,Dara O'Shea,86,0
374,https://www.xscores.com/soccer/match/burnley-vs-west-ham/25-11-2023/2139547,Regular goal,1-2,Tomas Soucek,90,1
375,https://www.xscores.com/soccer/match/luton-vs-crystal-palace/25-11-2023/2139544,Regular goal,1-0,Teden Mengi,72,0
376,https://www.xscores.com/soccer/match/luton-vs-crystal-palace/25-11-2023/2139544,Regular goal,1-1,Michael Olise,74,0
377,https://www.xscores.com/soccer/match/luton-vs-crystal-palace/25-11-2023/2139544,Regular goal,2-1,Jacob Brown,83,0
378,https://www.xscores.com/soccer/match/newcastle-vs-chelsea/25-11-2023/2139558,Regular goal,1-0,Alexander Isak,13,0
379,https://www.xscores.com/soccer/match/newcastle-vs-chelsea/25-11-2023/2139558,Regular goal,1-1,Raheem Sterling,23,0
380,https://www.xscores.com/soccer/match/newcastle-vs-chelsea/25-11-2023/2139558,Regular goal,2-1,Jamaal Lascelles,60,0
381,https://www.xscores.com/soccer/match/newcastle-vs-chelsea/25-11-2023/2139558,Regular goal,3-1,Joelinton,61,0
382,https://www.xscores.com/soccer/match/newcastle-vs-chelsea/25-11-2023/2139558,Regular goal,4-1,Anthony Gordon,83,0
383,https://www.xscores.com/soccer/match/nottingham-forest-vs-brighton/25-11-2023/2139557,Regular goal,1-0,Anthony Elanga,3,0
384,https://www.xscores.com/soccer/match/nottingham-forest-vs-brighton/25-11-2023/2139557,Regular goal,1-1,Evan Ferguson,26,0
385,https://www.xscores.com/soccer/match/nottingham-forest-vs-brighton/25-11-2023/2139557,Regular goal,1-2,Joao Pedro,45,4
386,https://www.xscores.com/soccer/match/nottingham-forest-vs-brighton/25-11-2023/2139557,Penalty,1-3,Joao Pedro,58,0
387,https://www.xscores.com/soccer/match/nottingham-forest-vs-brighton/25-11-2023/2139557,Penalty,2-3,Morgan Gibbs-White,76,0
388,https://www.xscores.com/soccer/match/sheffield-united-vs-bournemouth/25-11-2023/2139556,Regular goal,0-1,Marcus Tavernier,12,0
389,https://www.xscores.com/soccer/match/sheffield-united-vs-bournemouth/25-11-2023/2139556,Regular goal,0-2,Justin Kluivert,45,3
390,https://www.xscores.com/soccer/match/sheffield-united-vs-bournemouth/25-11-2023/2139556,Regular goal,0-3,Marcus Tavernier,51,0
391,https://www.xscores.com/soccer/match/sheffield-united-vs-bournemouth/25-11-2023/2139556,Regular goal,1-3,Oliver McBurnie,90,7
392,https://www.xscores.com/soccer/match/brentford-vs-arsenal/25-11-2023/2139542,Regular goal,0-1,Kai Havertz,89,0
393,https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/26-11-2023/2139555,Regular goal,1-0,Giovani Lo Celso,22,0
394,https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/26-11-2023/2139555,Regular goal,1-1,Pau Torres,45,7
395,https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/26-11-2023/2139555,Regular goal,1-2,Ollie Watkins,61,0
396,https://www.xscores.com/soccer/match/everton-vs-manchester-united/26-11-2023/2139546,Regular goal,0-1,Alejandro Garnacho,3,0
397,https://www.xscores.com/soccer/match/everton-vs-manchester-united/26-11-2023/2139546,Penalty,0-2,Marcus Rashford,56,0
398,https://www.xscores.com/soccer/match/everton-vs-manchester-united/26-11-2023/2139546,Regular goal,0-3,Anthony Martial,75,0
399,https://www.xscores.com/soccer/match/fulham-vs-wolverhampton/27-11-2023/2139545,Regular goal,1-0,Alex Iwobi,7,0
400,https://www.xscores.com/soccer/match/fulham-vs-wolverhampton/27-11-2023/2139545,Regular goal,1-1,Matheus Cunha,22,0
401,https://www.xscores.com/soccer/match/fulham-vs-wolverhampton/27-11-2023/2139545,Penalty,2-1,Willian,59,0
402,https://www.xscores.com/soccer/match/fulham-vs-wolverhampton/27-11-2023/2139545,Penalty,2-2,Hee-Chan Hwang,75,0
403,https://www.xscores.com/soccer/match/fulham-vs-wolverhampton/27-11-2023/2139545,Penalty,3-2,Willian,90,4
404,https://www.xscores.com/soccer/match/arsenal-vs-wolverhampton/02-12-2023/2139553,Regular goal,1-0,Bukayo Saka,6,0
405,https://www.xscores.com/soccer/match/arsenal-vs-wolverhampton/02-12-2023/2139553,Regular goal,2-0,Martin Oedegaard,13,0
406,https://www.xscores.com/soccer/match/arsenal-vs-wolverhampton/02-12-2023/2139553,Regular goal,2-1,Matheus Cunha,86,0
407,https://www.xscores.com/soccer/match/brentford-vs-luton/02-12-2023/2139552,Regular goal,1-0,Neal Maupay,49,0
408,https://www.xscores.com/soccer/match/brentford-vs-luton/02-12-2023/2139552,Regular goal,2-0,Ben Mee,56,0
409,https://www.xscores.com/soccer/match/brentford-vs-luton/02-12-2023/2139552,Regular goal,2-1,Jacob Brown,76,0
410,https://www.xscores.com/soccer/match/brentford-vs-luton/02-12-2023/2139552,Regular goal,3-1,Shandon Baptiste,81,0
411,https://www.xscores.com/soccer/match/burnley-vs-sheffield-united/02-12-2023/2139551,Regular goal,1-0,Jay Rodriguez,1,0
412,https://www.xscores.com/soccer/match/burnley-vs-sheffield-united/02-12-2023/2139551,Regular goal,2-0,Jacob Bruun Larsen,29,0
413,https://www.xscores.com/soccer/match/burnley-vs-sheffield-united/02-12-2023/2139551,Regular goal,3-0,Zeki Amdouni,73,0
414,https://www.xscores.com/soccer/match/burnley-vs-sheffield-united/02-12-2023/2139551,Regular goal,4-0,Luca Koleosho,75,0
415,https://www.xscores.com/soccer/match/burnley-vs-sheffield-united/02-12-2023/2139551,Regular goal,5-0,Josh Brownhill,80,0
416,https://www.xscores.com/soccer/match/nottingham-forest-vs-everton/02-12-2023/2139567,Regular goal,0-1,Dwight McNeil,67,0
417,https://www.xscores.com/soccer/match/newcastle-vs-manchester-united/02-12-2023/2139568,Regular goal,1-0,Anthony Gordon,55,0
418,https://www.xscores.com/soccer/match/bournemouth-vs-aston-villa/03-12-2023/2139554,Regular goal,1-0,Antoine Semenyo,10,0
419,https://www.xscores.com/soccer/match/bournemouth-vs-aston-villa/03-12-2023/2139554,Regular goal,1-1,Leon Bailey,20,0
420,https://www.xscores.com/soccer/match/bournemouth-vs-aston-villa/03-12-2023/2139554,Regular goal,2-1,Dominic Solanke,52,0
421,https://www.xscores.com/soccer/match/bournemouth-vs-aston-villa/03-12-2023/2139554,Regular goal,2-2,Ollie Watkins,90,0
422,https://www.xscores.com/soccer/match/chelsea-vs-brighton/03-12-2023/2139550,Regular goal,1-0,Enzo Fernandez,17,0
